"Description","Industry","Org Id","Created At","Specialities","Website","Slug","Country","Size","Enrich Company","Locality","Updated At","Employee Count","Company URL"
"A result of more than 61,000 hours of ecosystem learning and Built out of direct experiences of E-Commerce Seller & E-Tailer perspective.

First of its kind of SaaS with key focus on Reconciliations

Offers  6 major types of reconciliations. (Including PAST Reco)
7+ Channel Integrations.
Ready Made Logistics Integration

Auto Re-Pricing Tool for channels.
Identifies avoidable costs up to 5%-7% of Sellers GMV

www.dsyh.in","IT Services and IT Consulting",10367751,"2023-10-02T16:49:53.000Z","E-Commerce, Inventory Management, Cloud based ERP Solution, Ecommerce Accounting Reconciliation, Multi Channel Order Management","dsyh.in","dsyh","IN","11-50 employees","DSYH","Ahmedabad, Gujarat","2023-10-02T17:10:49.842Z",3,"https://www.linkedin.com/company/dsyh"
"An Indo-Norwegian cloud-software company on a mission to equip social good organizations with advanced technology and data intelligence to accelerate impact, more effectively.","Software Development",28820738,"2023-10-02T16:49:53.000Z","","dugnad.ai","dugnad-ai","NO","11-50 employees","Dugnad.ai","Oslo, Oslo","2023-10-02T17:10:49.842Z",3,"https://in.linkedin.com/company/dugnad-ai"
"E42 is the worlds leading Natural Language Processing- based AI platform driving enterprise cognition across processes. The platform can be used to create multifunctional cognitive agents that automate complex people and process-centric functions towards time, energy, resource, and cost optimization.
E42 provides end-to-end automation to enterprises ranging from Fortune 500 companies to SMEs and startups across sectors: from automobile majors and pharmaceutical giants, to BFSI, telecom and new-age unicorns. By maximizing efficiencies and scalability while minimizing complexities and costs, E42 is disrupting the enterprise automation space to deliver seamless user-experience. 

What sets E42 apart? High impact simple solutions to complex problems driven by simple, easy-to-deploy, and scalable technology.",,17970577,"2023-10-02T16:49:53.000Z","Natural Language Processing, Artificial Intelligence, Cognitive Process Automation, Cognitive Automation, Cognitive Agent, accounts payable process automation, invoice process automation","e42.ai","e42dotai","IN","51-200 employees","E42.ai","Pune, Maharashtra","2023-10-02T17:10:49.842Z",99,"http://www.linkedin.com/company/e42dotai"
"At Earth Fokus, we develop sustainable solutions for problems that affect our environment. We develop technology that will not just support our surrounding but also equip the future for self sustenance. Focusing on creating products that save non renewable energy, Earth Fokus commits to initiating a revolution.

Our name speaks to our belief of environmental conservation. 

Our solutions are based on 5 simple steps: Identifying the problem, analyzing the problem, ideate for several viable solutions, testing and learning and concluding by selecting the best solution. Our designs our not just motivated by functionality but also by modern designs which are efficient.",,13592074,"2023-10-02T16:49:53.000Z","","earthfokus.com","earth-fokus","IN","11-50 employees","EarthFokus","Chennai, Tamil Nadu","2023-10-02T17:10:49.842Z",12,"https://linkedin.com/company/earth-fokus"
"Enabling small scale merchants, manufacturers, retailers to sell their products online. Expert in scaling online business and providing end to end solutions","IT Services and IT Consulting",9398550,"2023-10-02T16:49:53.000Z","Warehouse management, Ecommerce Enabling, Omnichannel Inventory management, Omnichannel order management","easyecom.io","easyecom","IN","51-200 employees","EASYECOM","Bengaluru, Karnataka","2023-10-02T17:10:49.842Z",102,"https://linkedin.com/company/easyecom"
"Easyrewardz offers industry-agnostic cloud-based CRM, Loyalty and Conversational Commerce solutions that enable seamless omnichannel customer experience.

At Easyrewardz, we believe that every customer data captured has a story to tell! Our key focus has always been to help brands deliver seamless customer experience and create a deeper customer connect by leveraging actionable insights obtained from data.

The Indian retail ecosystem is still learning to rely on data when it comes to delivering consistent customer experiences throughout the journey, hence weve tried to address those gaps and pain points with our CRM suite.

Our entire gamut of solutions has Customer Data Platform at the core providing intelligence that powers every product and enables Single View of Customer.","IT Services and IT Consulting",2605649,"2023-10-02T16:49:53.000Z","Loyalty Programs, Consulting, SaaS Technology, Consumer Analytics, CRM and Loyalty, Loyalty Platform for Online Platforms, Loyalty Program Design and Consultancy, Omni-channel Consumer Engagement, Pan-Bank Loyalty Program for Banks","easyrewardz.com","easyrewardz","IN","201-500 employees","Easyrewardz Software Services","Gurgaon, Haryana","2023-10-02T17:10:49.842Z",272,"http://linkedin.com/company/easyrewardz"
"Edall Systems was founded in 2008 and currently based out near HAL Airport in Bangalore. It is a team of dynamic engineers with a vision to provide critical solutions using innovative technologies and tools. We are creating a business environment which is best suited for our client expectation. Our main focus is on developing Indigenous products and provide world class Engineering Services.

We understand the customer requirements keenly which enables us to suggest cost effective solutions to the customer. This enables us to deliver greater innovation to compete in the global marketplace. Our team, comprised of technically advanced engineers which helps us achieve superior quality results on time and on budget.","Aviation & Aerospace",3796200,"2023-10-02T16:49:53.000Z","Aerospace, UAV, Avionics, Aircraft design, AERIAL SURVEY, UAV BASES SURVEY","edallsystems.com","edall-systems","IN","11-50 employees","EDALL SYSTEMS","BANGALORE, KARNATAKA","2023-10-02T17:10:49.842Z",63,"https://www.linkedin.com/company/edall-systems"
"EDGE is an AI-powered HR technology provider focused on helping organizations solve their toughest talent acquisition & transformation challenges. 

At EDGE, we are driven by our vision to build a collaborative ecosystem that provides employers, employees, & job seekers real value, impacting the bottom line.  
 
EDGE uses its sophisticated Smart AI EDGE Graph- an astute knowledge graph created by analysing over 25 million Job Descriptions & 20 million Profiles. 

Our products:
EDGE Pathfinder - It is a talent marketplace that helps you empower your workforce & re-create their career goals; upskill their capabilities to drive business impact.

EDGE Recruit - It enables you to hire collaboratively, engage effectively, and ingest profiles efficiently on a skill-based lens. Tap professional insights from social footprints.

EDGE Mobility -  Drives agility within the organization, helping you find the right person for the right job internally.
  
EDGE has been ranked #25 fastest growing tech company on the Deloitte Technology Fast50 India, recognised as UKs India Emerging 20 (IE20), NASSCOM Emerge5, League of 10 Gartner, and received acknowledgement from Deloitte, NVIDIA, NASSCOM & Google's Launchpad, among others. 
 
We are ISO 27001: 2013 & ISO 27701: 2019 certified & SOC 2 Type II compliant.

Follow us on LinkedIn
https://www.linkedin.com/company/getedge

Follow, Subscribe, Share & Like
https://www.youtube.com/channel/UCrceycnUns21KLXYubEZuTA

Like our Facebook page:
https://www.facebook.com/edgenetworkspvtltd

Follow us on Twitter
https://twitter.com/getedge_ai","Software Development",1761077,"2023-10-02T16:49:53.000Z","Talent Analytics, Artificial Intelligence, Machine Learning, HR Automation, Talent Acquisition Software, HR technology solutions, Workforce Optimization Tool","getedge.ai","getedge","IN","51-200 employees","EDGE","Bangalore, Karnataka","2023-10-02T17:10:49.842Z",130,"https://linkedin.com/company/getedge"
"EdgeGrid changes the way India produces and consumes energy. Building digital infrastructure to lead the energy transition. A data and market platform to decarbonize the last-mile energy demand and supply.

On a mission to power every vehicle, building and user with 100% clean energy. Energy transition, especially storage, could be expensive. We make the transition simplified and profitable using the digital infrastructure.

Get Powered by EdgeGrid and enable new revenue streams to your buildings.","Software Development",31102818,"2023-10-02T16:49:53.000Z","","edgegrid.com","edgegrid","IN","11-50 employees","EdgeGrid","Hyderabad, Telangana","2023-10-02T17:10:49.842Z",38,"https://linkedin.com/company/edgegrid"
"Edgetensor is a leading provider of innovative, one-stop AI-based fleet management solutions, and offers a state-of-the-art on-device AI SDK and a comprehensive cloud-based fleet management dashboard. With cutting-edge technology, Edgetensor empowers fleet managers to optimize their operations, enhance safety, and boost efficiency. Edgetensors customers include Telematics service providers (TSPs), Fleet system integrators, Fleet management companies both in the SMB and Enterprise markets, Insurance companies, TIER1/TIER2 and OEMs.
Computer vision, AI, Deep Learning, video telematics, driver safety, In-cabin monitoring, driver monitoring, dashcams, Edge AI, ADAS, machine learning, embedded systems, insurance, Fleet management, Telematics Service Providers (TSPs), Automotive OEM/TIER1, driver scorecard, mobility. Automotive safety
Hiring: careers@edgetensor.com
Contact: contact@edgetensor.com",,14424376,"2023-10-02T16:49:53.000Z","Fleet management, insurance, Embedded Systems, driver safety, Predictive Analytics, Computer Vision, Artificial Intelligence, ADAS, Machine Learning, Deep Learning, dashboard, edge computing, Video Intelligence, Driver Coaching, Driver monitoring, dashcam, Edge AI, Device monitoring, video telematics, In-cabin monitoring, driver scorecard, Automotive OEM/TIER1, Driver Workflow, Telematics Service Providers, privacy preserving","edgetensor.ai","edgetensor","US","11-50 employees","edgetensor","Plano, Texas","2023-10-02T17:10:49.842Z",17,"http://linkedin.com/company/edgetensor"
